Description,Score,Facilities,District,Neighbourhood,Room type,Price,Minimum nights,Host name,Number of reviews,Last review,Latitude,Longitude
Rental unit in lisboa,★4.77,"1 bedroom, 2 beds, 1.5 baths",Lisboa,Santa Maria Maior,Entire home/apt,89,2,Helena,126,2023-05-01,38.71064,-9.13278
Home in lourinhã,★5.0,"6 bedrooms, 10 beds, 4 baths",Lourinh,Lourinh e Atalaia,Entire home/apt,528,1,Daniel,6,2018-08-24,39.27423,-9.31898
Rental unit in lisbon,★4.89,"2 bedrooms, 5 beds, 2 baths",Lisboa,Santa Maria Maior,Entire home/apt,215,1,Martin,105,2023-06-01,38.71091,-9.13784
Rental unit in lisbon,★4.58,"1 bedroom, 1 bed, 1 bath",Lisboa,Misericrdia,Entire home/apt,114,2,Paulo,246,2023-05-20,38.71361,-9.14689
Rental unit in lisbon,★4.80,"Studio, 1 bed, 1 bath",Lisboa,Santa Maria Maior,Entire home/apt,75,2,Patrícia,510,2023-05-30,38.70943,-9.13722
Rental unit in cascais,★4.67,"Studio, 1 bed, 1 bath",Cascais,Cascais e Estoril,Entire home/apt,130,1,Luis,50,2023-05-20,38.6961,-9.42215
Home in ameal (ramalhal/ torres vedras),★Unknown,"1 bedroom, 2 beds, 1 bath",Torres vedras,Ramalhal,Private room,58,1,José Carlos,0,,39.13337,-9.23616
Rental unit in lisboa,★3.80,"1 bedroom, 1 bed, 1 bath",Lisboa,Santa Maria Maior,Entire home/apt,255,3,Gonçalo,6,2023-01-06,38.712807,-9.132227
Rental unit in lisbon,★4.69,"1 bedroom, 1 bed, 1 bath",Lisboa,Misericrdia,Entire home/apt,80,2,MyPlaceLisbon,112,2023-06-12,38.71261,-9.14456
Home in lisbon,★4.79,"1 bedroom, 1 bed, 1 bath",Lisboa,Ajuda,Private room,76,1,Rui,340,2023-06-11,38.70846,-9.19649
Rental unit in lisbon,★4.77,"3 bedrooms, 5 beds, 2 baths",Lisboa,Misericrdia,Entire home/apt,271,3,Carla,347,2023-06-09,38.7074,-9.14209
Rental unit in lisbon,★4.91,"2 bedrooms, 2 beds, 1 bath",Lisboa,Arroios,Entire home/apt,64,3,Carlos,58,2023-05-15,38.72165,-9.14079
Tiny home in mafra,★4.59,"2 bedrooms, 3 beds, 1 bath",Mafra,Igreja Nova e Cheleiros,Entire home/apt,60,2,Eduardo,44,2020-09-11,38.89013,-9.31186
Rental unit in lisbon,★4.44,"4 bedrooms, 10 beds, 2 baths",Lisboa,Arroios,Entire home/apt,256,3,Albertino,33,2023-05-30,38.72735,-9.13494
Rental unit in lisboa,★4.64,"2 bedrooms, 3 beds, 1 bath",Lisboa,Misericrdia,Entire home/apt,87,3,Patrícia,214,2023-05-25,38.71386,-9.14483
Rental unit in lisbon,★4.49,"2 bedrooms, 1 bed, 1 bath",Lisboa,Santa Maria Maior,Entire home/apt,86,2,MyPlaceLisbon,178,2023-05-05,38.71248,-9.12961
Rental unit in lisbon,★4.63,"2 bedrooms, 3 beds, 1 bath",Lisboa,Misericrdia,Entire home/apt,99,2,Francisca,73,2020-03-17,38.70786,-9.14346
Cottage in lisbon,★4.91,"3 bedrooms, 5 beds, 2 baths",Sintra,Colares,Entire home/apt,240,7,Mary,59,2023-06-03,38.78808,-9.45999
Rental unit in lisbon,★4.76,"1 bedroom, 2 beds, 1 bath",Lisboa,Misericrdia,Entire home/apt,113,3,Margarida,133,2023-05-28,38.70996,-9.15206
Rental unit in lisbon,★4.88,"1 bedroom, 2 beds, 1 bath",Lisboa,Santa Maria Maior,Entire home/apt,101,1,Ana,253,2023-05-22,38.71331,-9.13314
Rental unit in lisbon,★4.96,"3 bedrooms, 7 beds, 2 baths",Lisboa,Santa Maria Maior,Entire home/apt,241,1,Martin,140,2023-05-19,38.71127,-9.13762
Rental unit in lisbon,★4.79,"1 bedroom, 2 beds, 1 bath",Lisboa,Misericrdia,Entire home/apt,53,15,Ana,14,2022-08-27,38.71052,-9.14874
Rental unit in lisboa,★4.71,"2 bedrooms, 3 beds, 1 bath",Lisboa,Alcntara,Entire home/apt,85,2,Ricardo,194,2023-05-26,38.70546,-9.17579
Rental unit in lisbon,★Unknown,"2 bedrooms, 2 beds, 2 baths",Lisboa,Estrela,Entire home/apt,250,31,Antonio,2,2015-12-28,38.70994,-9.15442
Rental unit in lisboa,★4.79,"2 bedrooms, 2 beds, 1 bath",Lisboa,Misericrdia,Entire home/apt,152,3,Aida,87,2023-06-11,38.71112,-9.14799
Rental unit in lisboa,★4.90,"1 bedroom, 1 bed, 1 bath",Lisboa,Santa Maria Maior,Entire home/apt,117,4,André,125,2023-06-03,38.71418,-9.13572
Rental unit in lisbon,★4.80,"5 bedrooms, 6 beds, 2 baths",Lisboa,Santo Antnio,Entire home/apt,200,3,Victor,5,2017-11-01,38.72659,-9.14522
Rental unit in lisbon,★4.75,"3 bedrooms, 2 beds, 3 baths",Lisboa,Santo Antnio,Entire home/apt,158,3,Victor,9,2023-05-21,38.72488,-9.14511
Rental unit in lisbon,★4.0,"2 bedrooms, 2 beds, 1 bath",Lisboa,Santo Antnio,Entire home/apt,124,3,Victor,6,2022-08-10,38.72541,-9.14519
Cottage in lourinhã,★4.72,"3 bedrooms, 5 beds, 1 bath",Lourinh,Reguengo Grande,Entire home/apt,80,5,Teresa,76,2022-08-27,39.28927,-9.21705
Guest suite in rio de mouro,★4.57,"2 bedrooms, 1 bed, 1 bath",Sintra,Rio de Mouro,Entire home/apt,70,2,Maria Antónia,225,2023-06-03,38.75879,-9.35783
Rental unit in lisbon,★4.89,"2 bedrooms, 2 beds, 2 baths",Lisboa,Misericrdia,Entire home/apt,112,5,Carlos,185,2023-05-25,38.71446,-9.15179
Rental unit in oeiras,★Unknown,"1 bedroom, 1 bed, 1 bath",Oeiras,Barcarena,Private room,100,30,Ivone,0,,38.73535,-9.2796
Rental unit in lisbon,★4.52,"2 bedrooms, 3 beds, 2 baths",Lisboa,Campolide,Entire home/apt,99,4,Augusto,33,2023-06-06,38.727,-9.16478
Rental unit in lisbon,★4.90,"1 bedroom, 1 bed, 1 bath",Lisboa,Arroios,Entire home/apt,89,7,Mafalda,227,2020-03-16,38.71817,-9.1394
Rental unit in lisboa,★4.80,"1 bedroom, 1 bed, 1 shared bath",Lisboa,Santo Antnio,Private room,30,5,Nuno,186,2022-01-30,38.71665,-9.14627
Rental unit in lisbon,★4.35,"1 bedroom, 1 bed, 1 bath",Lisboa,Estrela,Entire home/apt,72,3,Diogo,23,2023-05-31,38.70498,-9.17156
Rental unit in lisboa,★4.67,"2 bedrooms, 2 beds, 1 bath",Lisboa,Santa Maria Maior,Entire home/apt,107,7,Clara,62,2023-05-23,38.71656,-9.13428
Rental unit in estoril,★4.88,"2 bedrooms, 6 beds, 2 baths",Cascais,Cascais e Estoril,Entire home/apt,120,4,Anabela,99,2023-04-17,38.69392,-9.37232
Bed and breakfast in sintra,★4.63,"6 bedrooms, 11 beds, 4 shared baths",Sintra,Colares,Private room,70,2,Susanna,54,2023-05-23,38.8218,-9.4704
Rental unit in torres vedras,★4.63,"1 bedroom, 3 beds, 1 bath",Torres vedras,"S.Pedro e Santiago, S.Maria e S.Miguel, e Mataces",Entire home/apt,60,3,Manuela,35,2022-10-01,39.10096,-9.28196
Rental unit in lisbon,★4.73,"2 bedrooms, 2 beds, 1.5 baths",Lisboa,Santo Antnio,Entire home/apt,144,3,Sofia,305,2023-05-30,38.71563,-9.1457
Rental unit in lisbon,★4.84,"1 bedroom, 2 beds, 1 bath",Lisboa,Santa Maria Maior,Entire home/apt,57,4,Mário,192,2020-02-07,38.71415,-9.14053
Rental unit in lisbon,★4.58,"3 bedrooms, 7 beds, 1 bath",Lisboa,Misericrdia,Entire home/apt,171,3,Luis,337,2023-05-13,38.71033,-9.14651
Rental unit in lisboa,★4.85,"2 bedrooms, 2 beds, 1 bath",Lisboa,Santa Maria Maior,Entire home/apt,167,2,"André, Ricardo & Luís",501,2023-05-23,38.71046,-9.13134
Rental unit in lisboa,★4.44,"1 bedroom, 1 bed, 1 shared bath",Lisboa,Alvalade,Private room,45,5,Ana E Lucien,56,2023-05-21,38.74736,-9.13191
Rental unit in lisbon,★4.85,"1 bedroom, 1 bed, 1.5 baths",Lisboa,Santa Maria Maior,Entire home/apt,129,4,Joao,220,2023-06-01,38.71344,-9.13509
Rental unit in lisbon,★4.56,"1 bedroom, 1 bed, 1 bath",Lisboa,Misericrdia,Entire home/apt,70,2,Daniel,554,2023-06-03,38.70854,-9.14574
Rental unit in lisbon,★4.62,"2 bedrooms, 2 beds, 1 bath",Lisboa,Santa Maria Maior,Entire home/apt,80,1,Daniel,336,2023-06-11,38.7157,-9.13237
Rental unit in lisbon,★4.79,"1 bedroom, 1 bed, 1 bath",Lisboa,Arroios,Entire home/apt,90,2,André,186,2023-06-11,38.7162,-9.13928
Rental unit in lisboa,★4.64,"1 bedroom, 2 beds, 1 bath",Lisboa,Misericrdia,Entire home/apt,132,2,Miguel,118,2023-06-07,38.71095,-9.14837
Condo in lisbon,★4.64,"1 bedroom, 1 bed, 1 bath",Lisboa,Avenidas Novas,Entire home/apt,79,7,Alexandra,64,2023-05-08,38.7437,-9.14895
Rental unit in lisbon,★4.39,"2 bedrooms, 3 beds, 1 bath",Lisboa,Misericrdia,Entire home/apt,94,1,David,157,2023-05-24,38.70984,-9.14977
Rental unit in lisbon,★4.92,"1 bedroom, 1 bed, 1 bath",Lisboa,Santa Maria Maior,Entire home/apt,99,3,André,477,2023-05-25,38.71112823486328,-9.129698753356934
Rental unit in lisbon,★4.48,"1 bedroom, 1 bed",Lisboa,So Vicente,Entire home/apt,108,4,Filipe,98,2023-05-29,38.71769,-9.13331
Rental unit in lisbon,★4.51,"1 bedroom, 2 beds, 1 shared bath",Lisboa,Santa Maria Maior,Private room,73,3,Sabina,324,2023-06-09,38.70907,-9.13507
Rental unit in lisbon,★4.88,"2 bedrooms, 3 beds, 1 bath",Lisboa,Misericrdia,Entire home/apt,218,1,Inês & António,805,2023-05-21,38.70781,-9.1451
Rental unit in lisbon,★4.61,"3 bedrooms, 3 beds, 2 baths",Lisboa,Santa Maria Maior,Entire home/apt,83,3,Bruno,211,2023-05-29,38.71133,-9.13093
Rental unit in lisbon,★4.67,"3 bedrooms, 3 beds, 3 baths",Lisboa,Santa Maria Maior,Entire home/apt,90,3,Bruno,309,2023-05-29,38.70916,-9.13222
Rental unit in lisbon,★4.95,"1 bedroom, 2 beds, 1 bath",Lisboa,Santa Maria Maior,Entire home/apt,125,3,Filipa,237,2023-05-29,38.71326,-9.13509
Rental unit in lisbon,★4.55,"1 bedroom, 1 bed, 1 bath",Lisboa,Misericrdia,Entire home/apt,53,2,Ana,100,2023-05-23,38.71271,-9.15025
Rental unit in lisboa,★4.31,"1 bedroom, 1 bed, 1 bath",Lisboa,Santa Maria Maior,Entire home/apt,150,30,Justostay,17,2020-12-19,38.71389,-9.14166
Rental unit in lisbon,★4.80,"1 bedroom, 1 bed, 1 bath",Lisboa,Santa Maria Maior,Entire home/apt,105,3,Pedro,396,2023-06-09,38.71315,-9.12436
Rental unit in lisbon,★4.67,"1 bedroom, 1 bed, 1 bath",Lisboa,Misericrdia,Entire home/apt,120,2,Silvia,219,2023-06-10,38.7107,-9.1435
Rental unit in lisbon,★4.61,"2 bedrooms, 2 beds, 0 baths",Lisboa,Santa Maria Maior,Entire home/apt,136,2,Alexandra Pedro And Team,222,2023-06-08,38.71255,-9.12677
Rental unit in lisboa,★4.57,"1 bedroom, 1 bed, 1 bath",Lisboa,Santa Maria Maior,Entire home/apt,100,4,Beco Do Jasmim,104,2023-05-30,38.71677,-9.13359
Rental unit in lisbon,★4.86,"2 bedrooms, 2 beds, 1 bath",Lisboa,Santa Maria Maior,Entire home/apt,198,2,"André, Ricardo & Luís",518,2023-05-28,38.71095,-9.13192
Loft in lisbon,★4.98,"2 bedrooms, 1 bed, 1 bath",Lisboa,Misericrdia,Entire home/apt,94,28,Pedro,231,2022-09-30,38.70997,-9.14864
Rental unit in lisbon,★4.75,"1 bedroom, 1 bed, 2 shared baths",Lisboa,Santo Antnio,Private room,25,10,Joel,25,2022-03-20,38.71971,-9.14339
Rental unit in lisbon,★4.68,"1 bedroom, 1 bed, 1 shared bath",Lisboa,Arroios,Private room,45,90,Jarbas,81,2023-05-22,38.73319,-9.13452
Rental unit in lisbon,★4.59,"1 bedroom, 4 beds, 1 bath",Lisboa,Misericrdia,Entire home/apt,56,2,Milene,156,2023-04-21,38.70988,-9.14886
Rental unit in lisbon,★4.42,"2 bedrooms, 3 beds, 1 bath",Lisboa,Carnide,Entire home/apt,91,3,Sylvia,24,2022-09-01,38.75956,-9.19062
Rental unit in ericeira,★4.77,"2 bedrooms, 2 beds, 1 bath",Mafra,Ericeira,Entire home/apt,64,3,Ana,26,2018-08-03,38.96213,-9.4144
Rental unit in lisbon,★4.88,"1 bedroom, 1 bed, 1 shared bath",Lisboa,Misericrdia,Private room,75,3,Diogo,56,2016-07-18,38.71051,-9.14245
Rental unit in lisboa,★4.86,"1 bedroom, 4 beds, 2 baths",Lisboa,Avenidas Novas,Entire home/apt,65,3,Renata,253,2023-05-29,38.73708,-9.14621
Rental unit in lisbon,★4.82,"2 bedrooms, 3 beds, 1 bath",Lisboa,Santa Maria Maior,Entire home/apt,176,4,Prédio Dos Poemas,333,2023-06-12,38.71274,-9.12841
Rental unit in lisbon,★4.75,"3 bedrooms, 4 beds, 2 baths",Lisboa,Santa Maria Maior,Entire home/apt,365,3,Simoes,54,2023-04-05,38.7109,-9.14157
Rental unit in lisbon,★4.69,"1 bedroom, 1 bed, 1 bath",Lisboa,Santa Maria Maior,Entire home/apt,75,3,Zé,388,2023-05-28,38.7152,-9.13492
Rental unit in lisbon,★4.77,"2 bedrooms, 4 beds, 1.5 baths",Lisboa,Santa Maria Maior,Entire home/apt,150,4,Prédio Dos Poemas,394,2023-06-11,38.71266,-9.12852
Villa in sintra,★4.83,"6 bedrooms, 16 beds, 5.5 baths",Sintra,Colares,Entire home/apt,342,2,Paulo,144,2023-05-27,38.80897,-9.45219
Rental unit in lisbon,★4.36,"2 bedrooms, 1 bed, 2 shared baths",Lisboa,Santo Antnio,Private room,28,6,Joel,14,2022-05-24,38.72016,-9.14376
Rental unit in lisbon,★4.49,"1 bedroom, 1 bed, 1 bath",Lisboa,Misericrdia,Entire home/apt,100,2,Paulo,220,2023-06-09,38.71176,-9.14704
Rental unit in lisboa,★4.55,"1 bedroom, 1 bed, 1 bath",Lisboa,Santo Antnio,Entire home/apt,92,3,Jorge,229,2023-06-05,38.7178,-9.15326
Rental unit in lisbon,★4.39,"1 bedroom, 4 beds, 1 bath",Lisboa,Misericrdia,Entire home/apt,25,1,Luis,115,2022-05-16,38.71388,-9.14513
Rental unit in lisbon,★4.68,"1 bedroom, 1 bed, 1 bath",Lisboa,Santa Maria Maior,Entire home/apt,94,3,Lisbon Hideouts,241,2023-05-27,38.71148,-9.12883
Rental unit in lisbon,★4.81,"2 bedrooms, 3 beds, 1 bath",Lisboa,Misericrdia,Entire home/apt,65,2,Pedro,293,2023-06-11,38.70782,-9.14607
Rental unit in lisbon,★4.65,"1 bedroom, 2 beds, 1 bath",Lisboa,Misericrdia,Entire home/apt,100,30,Patrícia,142,2021-08-29,38.71322,-9.1471
Rental unit in lisbon,★4.37,"5 bedrooms, 9 beds, 2 baths",Lisboa,Arroios,Entire home/apt,307,3,Albertino,68,2023-05-21,38.72833,-9.1337
Rental unit in lisbon,★4.67,"6 bedrooms, 10 beds, 2 baths",Lisboa,Arroios,Entire home/apt,343,3,Albertino,87,2023-05-07,38.72621,-9.13421
Rental unit in lisbon,★4.63,"8 bedrooms, 14 beds, 2 baths",Lisboa,Arroios,Entire home/apt,421,3,Albertino,65,2023-06-06,38.72621,-9.13421
Rental unit in lisbon,★4.58,"1 bedroom, 1 bed, 1 shared bath",Lisboa,Arroios,Private room,50,90,Jarbas,92,2023-05-19,38.73189,-9.1346
Rental unit in lisbon,★4.68,"2 bedrooms, 2 beds, 1 bath",Lisboa,Santa Maria Maior,Entire home/apt,123,2,Alexandre,570,2023-05-29,38.71089,-9.13044
Rental unit in lisboa,★4.88,"1 bedroom, 1 bed, 1 bath",Lisboa,Santo Antnio,Entire home/apt,78,5,Inês,111,2023-05-24,38.72344,-9.14339
Rental unit in lisbon,★4.69,"1 bedroom, 1 bed, 1 bath",Lisboa,Santa Maria Maior,Entire home/apt,76,4,Susana,473,2023-06-10,38.71212,-9.12934
Rental unit in lisboa,★4.38,"1 bedroom, 1 bed, 1 shared bath",Lisboa,Alvalade,Private room,45,5,Ana E Lucien,38,2022-12-10,38.74942,-9.13141
Rental unit in lisbon,★4.80,"1 bedroom, 1 bed, 1 bath",Lisboa,Misericrdia,Entire home/apt,138,2,Estela,141,2023-05-06,38.71158,-9.14377
Rental unit in cascais,★4.88,"2 bedrooms, 3 beds, 1 bath",Cascais,Cascais e Estoril,Entire home/apt,90,3,Pedro,112,2023-06-10,38.70019,-9.42391
Loft in lisboa,★4.48,"2 bedrooms, 4 beds, 1 bath",Lisboa,Santa Maria Maior,Entire home/apt,198,2,Teresa,356,2023-05-15,38.71004569999999,-9.1312373
Rental unit in lisbon,★4.79,"1 bedroom, 1 bed, 1 bath",Lisboa,Misericrdia,Entire home/apt,114,3,Helena & Pedro,347,2023-06-09,38.70933,-9.15136
Rental unit in lisbon,★Unknown,"2 bedrooms, 2 beds, 1 bath",Lisboa,Santa Maria Maior,Entire home/apt,90,7,Maria,2,2022-10-15,38.71369,-9.1311
Rental unit in lisbon,★4.70,"1 bedroom, 2 beds, 1 bath",Lisboa,Santo Antnio,Entire home/apt,90,2,Dianka,406,2023-06-07,38.72719,-9.14868
Rental unit in lisbon,★Unknown,"1 bedroom, 1 bed, 1 bath",Lisboa,Areeiro,Private room,84,30,Vera,0,,38.73866,-9.13047
Rental unit in lisbon,★4.69,"1 bedroom, 1 bed, 1 bath",Lisboa,Misericrdia,Entire home/apt,65,4,Nino,415,2023-05-31,38.70952,-9.15025
Rental unit in lisbon,★4.57,"2 bedrooms, 4 beds, 1 bath",Lisboa,Arroios,Entire home/apt,99,2,Pedro And Claudia,387,2023-05-28,38.71648,-9.13857
Rental unit in lisbon,★4.61,"1 bedroom, 2 beds, 1 bath",Lisboa,Misericrdia,Entire home/apt,73,2,David,176,2023-06-13,38.71009,-9.15004
Townhouse in ericeira,★4.79,"3 bedrooms, 3 beds, 2.5 baths",Mafra,Ericeira,Entire home/apt,230,7,Cláudia,24,2021-08-24,38.97266,-9.4195
Rental unit in lisbon,★4.57,"2 bedrooms, 3 beds, 1 bath",Lisboa,Misericrdia,Entire home/apt,60,1,Casa Da,186,2023-06-10,38.7111,-9.14451
Condo in amadora,★4.56,"1 bedroom, 1 bed, 1 bath",Amadora,Falagueira-Venda Nova,Entire home/apt,60,7,Barbara & Fernando,9,2022-04-23,38.76352,-9.22963
Rental unit in lisbon,★4.76,"3 bedrooms, 5 beds, 1 bath",Lisboa,Areeiro,Entire home/apt,221,3,Luís Tiago,50,2023-05-15,38.74346,-9.14105
Rental unit in lisbon,★4.50,"2 bedrooms, 5 beds, 1.5 baths",Lisboa,Misericrdia,Entire home/apt,100,3,Maria,134,2023-05-25,38.71175,-9.1441
Rental unit in lisbon,★4.59,"4 bedrooms, 11 beds, 3 baths",Lisboa,Misericrdia,Entire home/apt,210,3,Maria,73,2023-05-22,38.71509,-9.14644
Condo in lisbon,★4.81,"2 bedrooms, 3 beds, 1 bath",Lisboa,Santo Antnio,Entire home/apt,96,5,Cristina,286,2023-05-19,38.71684,-9.15264
Home in cascais,★4.84,"1 bedroom, 3 beds, 2.5 shared baths",Cascais,Carcavelos e Parede,Private room,80,3,Pedro,37,2022-09-11,38.68919,-9.357775
Rental unit in lisboa,★4.91,"2 bedrooms, 2 beds, 1.5 baths",Lisboa,Misericrdia,Entire home/apt,160,3,Margarida,114,2021-05-24,38.70995,-9.14523
Rental unit in lisbon,★4.70,"1 bedroom, 3 beds, 1 bath",Lisboa,Misericrdia,Entire home/apt,86,4,Gonzalo,137,2023-06-10,38.7114,-9.14432
Rental unit in lisbon,★4.88,"1 bedroom, 1 bed, 1 bath",Lisboa,Misericrdia,Entire home/apt,110,4,João,222,2023-06-12,38.71104,-9.14523
Rental unit in lisboa,★4.74,"1 bedroom, 1 bed, 1 bath",Lisboa,Misericrdia,Entire home/apt,68,4,Nino,412,2023-06-09,38.70953,-9.15028
Condo in lisbon,★4.57,"2 bedrooms, 4 beds, 2 baths",Lisboa,Santa Maria Maior,Entire home/apt,116,2,Pedro,390,2023-05-29,38.71386,-9.13664
Rental unit in lisbon,★4.84,"2 bedrooms, 3 beds, 1 bath",Lisboa,Santa Maria Maior,Entire home/apt,90,2,Mario,149,2023-06-08,38.71267,-9.13556
Rental unit in cascais,★4.74,"1 bedroom, 2 beds, 1 bath",Cascais,Cascais e Estoril,Entire home/apt,85,5,Daniel,61,2023-05-23,38.701,-9.43206
Loft in lisbon,★4.82,"Studio, 3 beds, 1 bath",Lisboa,Santa Maria Maior,Entire home/apt,119,3,Fadoflats,116,2023-05-03,38.71294,-9.14233
Rental unit in lisbon,★4.81,"1 bedroom, 1 bed, 1 bath",Lisboa,Misericrdia,Entire home/apt,40,2,Sabine,185,2023-05-30,38.71101,-9.15092
Rental unit in lisbon,★4.21,"3 bedrooms, 3 beds, 2 baths",Lisboa,Penha de Frana,Entire home/apt,100,5,Monica,20,2016-01-02,38.7271,-9.11631
Rental unit in lisbon,★4.83,"1 bedroom, 1 bed, 1 bath",Lisboa,Estrela,Entire home/apt,125,3,Nuno,357,2023-05-21,38.70926,-9.16124
Home in terrugem,★4.94,"4 bedrooms, 5 beds, 2 baths",Sintra,So Joo das Lampas e Terrugem,Entire home/apt,190,6,Chico,138,2023-05-20,38.86255,-9.35567
Rental unit in lisboa,★4.75,"1 bedroom, 1 bed, 1 bath",Lisboa,Arroios,Entire home/apt,84,3,Joao_and_Vera,326,2023-06-02,38.72113,-9.14075
Rental unit in lisboa,★4.72,"1 bedroom, 1 bed, 1 bath",Lisboa,Arroios,Entire home/apt,143,2,Alexandra Pedro And Team,137,2023-05-28,38.71641,-9.13977
Rental unit in lisbon,★4.90,"1 bedroom, 1 bed, 1 bath",Lisboa,Misericrdia,Entire home/apt,120,3,Álvaro,53,2023-05-29,38.71048,-9.14336
Rental unit in carcavelos,★4.67,"2 bedrooms, 3 beds, 3 baths",Cascais,Carcavelos e Parede,Entire home/apt,220,5,Paulo,86,2023-05-20,38.68655,-9.3435
Home in lourinhã,★4.81,"3 bedrooms, 4 beds, 2 baths",Lourinh,So Bartolomeu dos Galegos e Moledo,Entire home/apt,75,5,Rüdiger,21,2023-02-25,39.28163,-9.24819
Home in lourinhã,★Unknown,"1 bedroom, 2 beds, 2 baths",Lourinh,Lourinh e Atalaia,Private room,73,1,Daniel (Underdog Surf House),2,2015-08-11,39.2639,-9.33052
Rental unit in cascais,★Unknown,"1 bedroom, 1 bed, 1 bath",Cascais,Cascais e Estoril,Private room,200,3,Ana,0,,38.70739,-9.42363
Guesthouse in sintra,★4.63,"2 bedrooms, 5 beds, 1 bath",Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",Entire home/apt,80,3,Beatriz,95,2023-03-26,38.80044,-9.393
Rental unit in lisbon,★4.65,"4 bedrooms, 7 beds, 1 bath",Lisboa,Misericrdia,Entire home/apt,146,3,Albertino,49,2023-06-11,38.71285,-9.14526
Rental unit in lisbon,★4.92,"4 bedrooms, 6 beds, 2 baths",Lisboa,Santa Maria Maior,Entire home/apt,287,1,Martin,265,2023-05-30,38.71326,-9.13773
Cottage in ribamar (ericeira),★4.91,"4 bedrooms, 6 beds, 3 baths",Mafra,Santo Isidoro,Entire home/apt,249,6,Alexandra,83,2023-06-10,39.0115,-9.41648
Home in mafra,★4.46,"2 bedrooms, 7 beds, 2 baths",Mafra,Igreja Nova e Cheleiros,Entire home/apt,120,2,Eduardo,13,2021-07-19,38.89141,-9.31065
Guest suite in igreja nova,★4.60,"1 bedroom, 2 beds, 1 bath",Mafra,Igreja Nova e Cheleiros,Entire home/apt,55,2,Eduardo,5,2022-09-30,38.89052,-9.31084
Rental unit in lisbon,★4.64,"1 bedroom, 1 bed, 1 shared bath",Lisboa,Arroios,Private room,40,90,Jarbas,58,2023-03-06,38.73204,-9.13374
Rental unit in estoril,★Unknown,"1 bedroom, 1 bed, 1 bath",Cascais,Cascais e Estoril,Private room,40,15,Isabel,0,,38.70603,-9.39298
Rental unit in lisbon,★4.87,"1 bedroom, 3 beds, 1 bath",Lisboa,Misericrdia,Entire home/apt,75,5,Maria,246,2023-03-15,38.71246,-9.14655
Rental unit in lisbon,★4.88,"1 bedroom, 1 bed, 1 bath",Lisboa,Ajuda,Entire home/apt,75,15,Salvador,68,2023-05-20,38.70124,-9.19206
Rental unit in queijas,★Unknown,"1 bedroom, 3 beds, 1 bath",Oeiras,Carnaxide e Queijas,Private room,75,1,Ines,0,,38.72098,-9.25665
Condo in lisbon,★4.84,"1 bedroom, 1 bed, 1 bath",Lisboa,Arroios,Entire home/apt,95,1,António,243,2023-06-06,38.71645,-9.13823
Rental unit in lisboa,★4.48,"1 bedroom, 1 bed, 1 bath",Lisboa,Arroios,Entire home/apt,104,4,Amalia Studios,25,2019-04-22,38.7171,-9.13787
Rental unit in lisboa,★4.64,"3 bedrooms, 4 beds, 2 baths",Lisboa,Arroios,Entire home/apt,280,4,Amalia Studios,48,2023-04-10,38.7327,-9.13407
Rental unit in paço de arcos,★4.66,"3 bedrooms, 4 beds, 2 baths",Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",Entire home/apt,159,3,Albertino,30,2023-05-28,38.69555,-9.29309
Rental unit in lisbon,★4.85,"5 bedrooms, 8 beds, 2 baths",Lisboa,Estrela,Entire home/apt,331,2,Jorge,220,2021-05-24,38.70945,-9.15873
Condo in lisbon,★Unknown,"1 bedroom, 1 bed, 1 bath",Lisboa,So Vicente,Entire home/apt,370,1,Ana Isabel,2,2017-09-02,38.71927,-9.13033
Rental unit in lisbon,★4.40,"3 bedrooms, 4 beds, 2 baths",Lisboa,Arroios,Entire home/apt,80,3,José,10,2023-01-06,38.71679,-9.13963
Rental unit in lisbon,★4.15,"2 bedrooms, 5 beds, 2 baths",Lisboa,Santa Maria Maior,Entire home/apt,160,1,Feels Like Home,94,2023-06-04,38.71152,-9.13578
Rental unit in lisbon,★4.67,"2 bedrooms, 3 beds, 1 bath",Lisboa,Santa Maria Maior,Entire home/apt,218,2,Pedro,196,2023-06-06,38.7091,-9.13599
Rental unit in lisbon,★4.94,"1 bedroom, 1 bed, 1 bath",Lisboa,Misericrdia,Entire home/apt,129,2,Diogo,211,2023-06-10,38.710369,-9.143807
Rental unit in lisbon,★Unknown,"1 bedroom, 1 bed",Lisboa,Arroios,Private room,75,60,Eduardo,0,,38.72925,-9.14371
Rental unit in lisbon,★4.17,"2 bedrooms, 2 beds, 1 bath",Lisboa,Ajuda,Entire home/apt,89,4,Rita,12,2020-01-10,38.70254,-9.1999
Rental unit in lisbon,★4.76,"1 bedroom, 1 bed, 1 bath",Lisboa,Arroios,Private room,115,3,Ricardo,19,2016-05-21,38.72606,-9.1309
Rental unit in carcavelos,★4.78,"2 bedrooms, 3 beds, 1 bath",Cascais,Carcavelos e Parede,Entire home/apt,166,3,Albertino,77,2023-02-25,38.68133,-9.33027
Rental unit in lisbon,★4.90,"1 bedroom, 1 bed, 1 bath",Lisboa,Santa Maria Maior,Entire home/apt,90,2,Flowermind,496,2023-05-20,38.70969,-9.14167
